,ABC,ACTE1,ACTE2,DGGRC1,DGGRC2,DGNBL1,DGNBL2,EPEN,MFOL1,MFOL2,MGL1,MGL2,MGL3,MOL1,MOL2,MOL3,OPC,PER1,PER2,PER3,TEGLU1,TEGLU10,TEGLU11,TEGLU12,TEGLU13,TEGLU14,TEGLU2,TEGLU20,TEGLU21,TEGLU23,TEGLU24,TEGLU3,TEGLU4,TEGLU6,TEGLU7,TEGLU8,TEGLU9,TEINH10,TEINH11,TEINH12,TEINH13,TEINH14,TEINH15,TEINH16,TEINH17,TEINH18,TEINH19,TEINH20,TEINH21,TEINH4,TEINH5,TEINH6,TEINH7,TEINH8,TEINH9,VECA,VECC,VECV,VLMC1,VLMC2,VSMCA
Nek7,0.35036496350364965,0.07363819771351715,0.03272086584445004,0.02034587995930824,0.04283604135893648,0.018867924528301886,0.008304498269896194,0.12144702842377261,0.1495656894679696,0.13457556935817805,0.1511013215859031,0.21263736263736263,0.21198501872659176,0.08973034997131382,0.11427429827190091,0.09410492157923202,0.06829268292682927,0.19513227513227513,0.23770491803278687,0.05704697986577181,0.014925373134328358,0.008083140877598153,0.012295081967213115,0.023316062176165803,0.0,0.05714285714285714,0.06569343065693431,0.03636363636363636,0.019230769230769232,0.01859504132231405,0.03043691703485518,0.012435991221653255,0.03313253012048193,0.008361204013377926,0.02217659137577002,0.015630087919244546,0.0,0.0189328743545611,0.04242424242424243,0.03214285714285714,0.006134969325153374,0.0,0.005612722170252572,0.06055900621118013,1.3066666666666666,1.0018281535648994,0.1519230769230769,0.0,0.025974025974025976,0.015503875968992248,0.0,0.0,0.0,0.0,0.012345679012345678,0.29357798165137616,0.13560975609756099,0.12805755395683452,0.042735042735042736,0.09365558912386707,0.13923013923013924
Neurod6,0.0072992700729927005,0.009078681909885675,0.00478228039265039,0.14547304170905392,0.01949778434268833,0.3333333333333333,0.30311418685121105,0.0012919896640826874,0.0005428881650380022,0.0016563146997929607,0.004845814977973568,0.0038461538461538464,0.00149812734082397,0.0009179575444635686,0.0004994506043352313,0.001081665765278529,0.004878048780487805,0.0021164021164021165,0.0,0.003355704697986577,1.1791044776119404,1.7690531177829099,1.5867486338797814,1.189119170984456,1.937007874015748,2.2857142857142856,1.1788321167883211,1.4,0.8365384615384616,3.584710743801653,2.750613647520864,0.7706656912948061,0.28313253012048195,1.1555183946488294,0.42546201232032854,0.9299902311950504,0.806930693069307,0.0,0.006060606060606061,0.0035714285714285713,0.0,0.011848341232227487,0.01028999064546305,0.0015527950310559005,0.01037037037037037,0.005484460694698354,0.004807692307692308,0.0,0.0,0.010852713178294573,0.008908685968819599,0.006896551724137931,0.0,0.0,0.012345679012345678,0.009174311926605505,0.000975609756097561,0.0014388489208633094,0.002849002849002849,0.0030211480362537764,0.000819000819000819
Ngb,0.0,0.0020174848688634837,0.0017618927762396174,0.030518819938962362,0.03840472673559823,0.006289308176100629,0.01453287197231834,0.01937984496124031,0.0005428881650380022,0.0033126293995859213,0.000881057268722467,0.0005494505494505495,0.000749063670411985,0.002065404475043029,0.0008990110878034162,0.0005408328826392645,0.03414634146341464,0.0019047619047619048,0.004098360655737705,0.0,0.0,0.008083140877598153,0.01980874316939891,0.08808290155440414,0.11023622047244094,0.05714285714285714,0.021897810218978103,0.03636363636363636,0.10576923076923077,0.09090909090909091,0.008345606283750613,0.0043891733723482075,0.009036144578313253,0.046822742474916385,0.2,0.013676326929338978,0.0,0.09294320137693632,0.08333333333333333,0.025,0.0,0.018957345971563982,0.005612722170252572,0.007763975155279503,0.005925925925925926,0.0,0.04230769230769231,0.02158273381294964,0.02857142857142857,0.04496124031007752,0.028953229398663696,0.16551724137931034,0.16176470588235295,0.05263157894736842,0.0,0.045871559633027525,0.0,0.0007194244604316547,0.042735042735042736,0.03323262839879154,0.07534807534807535
Ngfr,0.0364963503649635,0.0006724949562878278,0.0015101938082053865,0.0,0.0002954209748892171,0.0,0.0,0.0,0.0016286644951140066,0.004554865424430642,0.0,0.0,0.0,0.002983362019506598,0.0014983518130056938,0.0016224986479177934,0.0024390243902439024,0.0004232804232804233,0.0,0.0,0.03233830845771144,0.0,0.0,0.0025906735751295338,0.0,0.0,0.025547445255474453,0.01818181818181818,0.0,0.01859504132231405,0.0004909180166912126,0.004754937820043892,0.0,0.0,0.0,0.00032562683165092806,0.0,0.01549053356282272,0.031818181818181815,0.0,0.0,0.011848341232227487,0.01683816651075772,0.0,0.023703703703703703,0.0,0.0009615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01834862385321101,0.0,0.00035971223021582735,0.04415954415954416,0.045317220543806644,0.001638001638001638
Nnat,1.1532846715328466,0.4280430396772024,0.16763151271079788,1.2828077314343846,0.1946824224519941,5.29559748427673,4.269204152249135,24.387596899224807,0.037730727470141154,0.02525879917184265,0.012334801762114538,0.03406593406593406,0.05543071161048689,0.023178427997705107,0.030666267106183198,0.014061654948620876,1.5963414634146342,0.057566137566137564,0.22131147540983606,0.0436241610738255,0.05721393034825871,0.21824480369515012,1.3681693989071038,0.44041450777202074,9.346456692913385,7.914285714285715,4.029197080291971,11.0,10.134615384615385,8.353305785123966,2.374570446735395,0.49414776883686906,0.7168674698795181,0.04180602006688963,0.10718685831622177,0.0185607294041029,0.01485148514851485,0.08605851979345955,0.05303030303030303,0.06785714285714285,0.17177914110429449,0.030805687203791468,0.027128157156220765,0.13354037267080746,0.36148148148148146,0.3162705667276051,0.24326923076923077,2.5899280575539567,4.976623376623377,0.06511627906976744,0.45657015590200445,1.2620689655172415,1.3676470588235294,0.5263157894736842,0.16666666666666666,0.22935779816513763,0.18536585365853658,0.029496402877697843,0.1794871794871795,5.620845921450151,0.03194103194103194
Nos1,0.0,0.005043712172158709,0.0005033979360684622,0.042726347914547304,0.07385524372230429,0.006289308176100629,0.008304498269896194,0.006459948320413436,0.002171552660152009,0.0037267080745341614,0.0013215859030837004,0.002197802197802198,0.00299625468164794,0.0011474469305794606,0.0030965937468784336,0.003244997295835587,0.004878048780487805,0.0025396825396825397,0.004098360655737705,0.0,0.02736318407960199,0.1859122401847575,0.060792349726775954,0.02072538860103627,0.7795275590551181,0.2571428571428571,0.025547445255474453,0.10909090909090909,0.9326923076923077,0.9318181818181818,0.5076092292587138,0.02267739575713241,0.01355421686746988,0.12374581939799331,0.11909650924024641,0.015630087919244546,0.06435643564356436,0.14629948364888123,0.346969696969697,0.06785714285714285,0.024539877300613498,0.10426540284360189,0.3302151543498597,2.330745341614907,0.0962962962962963,0.6014625228519196,0.13653846153846153,0.06474820143884892,15.428571428571429,0.05271317829457364,0.6302895322939867,0.1103448275862069,0.08823529411764706,0.2807017543859649,0.037037037037037035,0.045871559633027525,0.002926829268292683,0.002158273381294964,0.002849002849002849,0.0015105740181268882,0.007371007371007371
Npas1,0.0,0.0013449899125756557,0.0015101938082053865,0.001017293997965412,0.0017725258493353029,0.0,0.0,0.0012919896640826874,0.0,0.00041407867494824016,0.0004405286343612335,0.0005494505494505495,0.0,0.0005737234652897303,0.000399560483468185,0.0005408328826392645,0.04024390243902439,0.0010582010582010583,0.004098360655737705,0.0,0.004975124378109453,0.003464203233256351,0.004098360655737705,0.0051813471502590676,0.0,0.0,0.0036496350364963502,0.0,0.0,0.008264462809917356,0.0029455081001472753,0.001463057790782736,0.0015060240963855422,0.0016722408026755853,0.0008213552361396304,0.0032562683165092803,0.0049504950495049506,3.927710843373494,3.1666666666666665,2.2785714285714285,0.20245398773006135,0.3222748815165877,0.01403180542563143,0.029503105590062112,0.016296296296296295,0.03473491773308958,0.8721153846153846,0.381294964028777,0.015584415584415584,0.8837209302325582,0.779510022271715,1.193103448275862,3.2794117647058822,1.3508771929824561,2.580246913580247,0.0,0.0,0.00035971223021582735,0.002849002849002849,0.0,0.000819000819000819
Npff,0.0,0.0013449899125756557,0.0020135917442738486,0.0,0.0005908419497784342,0.0,0.0006920415224913495,0.0012919896640826874,0.002171552660152009,0.0012422360248447205,0.0004405286343612335,0.0,0.0,0.001491681009753299,0.0014983518130056938,0.001081665765278529,0.0,0.0016931216931216932,0.004098360655737705,0.0,0.0,0.0023094688221709007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004132231404958678,0.0019636720667648502,0.000731528895391368,0.0,0.0016722408026755853,0.0008213552361396304,0.002930641484858352,0.0,0.0,0.004545454545454545,0.0,0.0,0.0,0.0009354536950420954,0.003105590062111801,0.002962962962962963,0.0,0.004807692307692308,0.007194244604316547,0.0025974025974025974,0.0,0.0,0.0,0.0,0.0,0.0,0.009174311926605505,0.001951219512195122,0.0014388489208633094,0.002849002849002849,0.0,0.0
Npnt,0.058394160583941604,0.005043712172158709,0.003775484520513466,0.31129196337741605,0.29926144756277695,0.0,0.0726643598615917,0.5801033591731266,0.0002714440825190011,0.002898550724637681,0.05682819383259912,0.08571428571428572,0.10861423220973783,0.001376936316695353,0.0010987913295375088,0.001081665765278529,0.0024390243902439024,0.027301587301587302,0.01639344262295082,0.0,0.03731343283582089,0.050808314087759814,0.07103825136612021,0.09585492227979274,0.015748031496062992,0.22857142857142856,0.021897810218978103,0.03636363636363636,0.0,0.047520661157024795,0.011291114383897889,0.1005852231163131,0.9743975903614458,0.28595317725752506,0.5227926078028747,0.06349723217193097,1.0594059405940595,0.10671256454388985,0.23484848484848486,0.0,0.09202453987730061,0.004739336492890996,0.004677268475210477,0.006211180124223602,0.06962962962962962,0.09506398537477148,0.010576923076923078,0.050359712230215826,0.012987012987012988,0.027906976744186046,0.0022271714922048997,0.0,0.0,0.0,0.0,0.3302752293577982,0.013658536585365854,0.02553956834532374,0.0,0.015105740181268883,0.1334971334971335
Nptx1,0.0072992700729927005,0.01546738399462004,0.011326453561540398,0.4872838250254323,0.8333825701624815,0.031446540880503145,0.05397923875432526,0.0103359173126615,0.050488599348534204,0.056314699792960665,0.004405286343612335,0.004395604395604396,0.00149812734082397,0.01606425702811245,0.0070921985815602835,0.006489994591671174,0.02195121951219512,0.0044444444444444444,0.020491803278688523,0.016778523489932886,0.9975124378109452,1.8036951501154734,1.8025956284153006,0.7098445595854922,0.8188976377952756,0.5142857142857142,3.0255474452554743,2.709090909090909,1.6346153846153846,5.541322314049586,1.235640648011782,2.6346013167520117,0.10692771084337349,0.4431438127090301,0.737987679671458,0.3578638879843699,0.5792079207920792,0.0051635111876075735,0.016666666666666666,0.007142857142857143,0.09202453987730061,0.12085308056872038,0.040224508886810104,0.021739130434782608,0.011851851851851851,0.12614259597806216,0.08653846153846154,0.08633093525179857,0.3012987012987013,0.021705426356589147,0.015590200445434299,0.041379310344827586,0.014705882352941176,0.0,0.012345679012345678,0.009174311926605505,0.03024390243902439,0.0028776978417266188,0.0014245014245014246,0.010574018126888218,0.004095004095004095
Nptx2,0.021897810218978103,0.02589105581708137,0.04807450289453813,0.01017293997965412,0.023633677991137372,0.006289308176100629,0.0020761245674740486,0.003875968992248062,0.0,0.002898550724637681,0.0004405286343612335,0.001098901098901099,0.0,0.00321285140562249,0.0018979122964738787,0.001081665765278529,0.026829268292682926,0.0021164021164021165,0.0,0.0,0.017412935323383085,0.9249422632794457,0.6045081967213115,0.36787564766839376,0.023622047244094488,0.11428571428571428,0.09854014598540146,0.10909090909090909,0.3557692307692308,0.09504132231404959,0.29553264604810997,0.28456474030724216,0.060240963855421686,0.12207357859531773,0.36714579055441476,0.13806577661999347,0.16336633663366337,0.0034423407917383822,0.012121212121212121,0.0,0.0,0.014218009478672985,0.0018709073900841909,0.017080745341614908,0.016296296296296295,0.007312614259597806,0.027884615384615386,0.007194244604316547,0.01038961038961039,0.05891472868217054,0.0645879732739421,0.11724137931034483,0.36764705882352944,0.10526315789473684,0.0,0.0,0.002926829268292683,0.002158273381294964,0.0,0.0,0.007371007371007371
Npy,0.0364963503649635,0.021856086079354405,0.01636043292222502,0.001017293997965412,0.009748892171344165,0.0,0.001384083044982699,0.2596899224806202,0.0008143322475570033,0.007039337474120083,0.015859030837004406,0.012637362637362638,0.008988764044943821,0.0069994262765347105,0.0033962641094795725,0.006489994591671174,0.15121951219512195,0.018412698412698412,0.014344262295081968,0.013422818791946308,0.08955223880597014,0.06581986143187067,0.25136612021857924,0.05958549222797927,0.0,0.02857142857142857,0.10218978102189781,0.18181818181818182,0.019230769230769232,0.006198347107438017,0.024545900834560628,0.06803218727139722,0.14759036144578314,0.008361204013377926,0.11047227926078029,0.0801042005861283,0.0594059405940594,18.547332185886404,11.781818181818181,2.907142857142857,5.386503067484663,12.97867298578199,115.37605238540692,15.388198757763975,0.9155555555555556,1.696526508226691,20.998076923076923,2.4892086330935252,192.11428571428573,7.613953488372093,0.08240534521158129,0.13793103448275862,0.9852941176470589,1.2105263157894737,1.5925925925925926,0.0,0.002926829268292683,0.015467625899280576,0.007122507122507123,0.028700906344410877,0.013104013104013105
Npy2r,0.0,0.0003362474781439139,0.0007550969041026932,0.0335707019328586,0.08330871491875923,0.0,0.001384083044982699,0.031007751937984496,0.0002714440825190011,0.00041407867494824016,0.0004405286343612335,0.0005494505494505495,0.0,0.0,9.989012086704625e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009562841530054645,0.0051813471502590676,0.0,0.02857142857142857,0.0,0.07272727272727272,0.0,0.19834710743801653,0.06381934216985763,0.000365764447695684,0.0,0.015050167224080268,0.01108829568788501,0.0022793878215564964,0.0,0.03098106712564544,0.15454545454545454,0.007142857142857143,0.006134969325153374,0.08293838862559241,0.0018709073900841909,0.004658385093167702,0.005925925925925926,0.012797074954296161,0.007692307692307693,0.0,0.18181818181818182,0.12868217054263567,0.13808463251670378,0.06896551724137931,0.07352941176470588,0.03508771929824561,0.0,0.0,0.0,0.00035971223021582735,0.0014245014245014246,0.0,0.001638001638001638
Nr4a2,0.1897810218978102,0.00773369199731002,0.006544173168890007,0.06307222787385554,0.03692762186115214,0.012578616352201259,0.0726643598615917,0.015503875968992248,0.00515743756786102,0.005797101449275362,0.003964757709251102,0.001098901098901099,0.0044943820224719105,0.0034423407917383822,0.0033962641094795725,0.007030827474310438,0.004878048780487805,0.06476190476190476,0.08401639344262295,0.003355704697986577,0.05223880597014925,0.06928406466512702,0.1864754098360656,7.466321243523316,0.984251968503937,2.742857142857143,2.2116788321167884,2.109090909090909,0.5865384615384616,0.18388429752066116,0.3701521845851743,0.08705193855157278,0.40512048192771083,0.033444816053511704,0.0406570841889117,0.019211983067404754,0.07920792079207921,0.008605851979345954,0.03636363636363636,0.03214285714285714,0.006134969325153374,0.002369668246445498,0.011225444340505144,0.009316770186335404,0.0,0.34552102376599636,0.014423076923076924,0.0,0.0,0.007751937984496124,0.0066815144766146995,0.0,0.0,0.017543859649122806,0.006172839506172839,0.10091743119266056,0.09073170731707317,0.09784172661870504,0.008547008547008548,0.010574018126888218,0.19656019656019655
Nrgn,0.06569343065693431,0.10121049092131809,0.08507425119557009,2.686673448626653,2.042245199409158,0.1069182389937107,1.106574394463668,0.040051679586563305,0.0019001085776330076,0.026915113871635612,0.05506607929515418,0.0456043956043956,0.020973782771535582,0.024096385542168676,0.01038857257017281,0.01081665765278529,0.07926829268292683,0.04846560846560847,0.030737704918032786,0.05704697986577181,2.3756218905472637,13.703233256351039,14.952185792349727,9.735751295336788,0.5511811023622047,2.742857142857143,4.569343065693431,6.672727272727273,11.163461538461538,11.057851239669422,9.500736377025037,9.121433796634967,11.733433734939759,6.451505016722408,20.689938398357288,16.57896450667535,11.747524752475247,0.01549053356282272,0.048484848484848485,0.03571428571428571,0.11042944785276074,0.9218009478672986,0.4714686623012161,0.09006211180124224,0.23851851851851852,0.10603290676416818,0.0375,0.05755395683453238,0.2883116883116883,0.10852713178294573,0.066815144766147,0.020689655172413793,0.014705882352941176,0.017543859649122806,0.012345679012345678,0.1834862385321101,0.027317073170731707,0.04820143884892086,0.02849002849002849,0.0377643504531722,0.09991809991809991
Nrn1,0.014598540145985401,0.06859448554135844,0.03699974830103197,0.9745676500508647,1.194387001477105,0.31446540880503143,0.12941176470588237,0.014211886304909561,0.003257328990228013,0.012836438923395446,0.015418502202643172,0.015934065934065933,0.006741573033707865,0.011589213998852554,0.007891319548496653,0.005408328826392645,0.02195121951219512,0.013333333333333334,0.004098360655737705,0.020134228187919462,2.674129353233831,6.829099307159353,5.813524590163935,1.33419689119171,1.3385826771653544,1.8857142857142857,1.8613138686131387,2.909090909090909,4.4326923076923075,5.033057851239669,1.6961217476681394,1.513899049012436,1.0256024096385543,2.4615384615384617,5.013552361396304,6.488440247476392,5.133663366336633,0.0051635111876075735,0.022727272727272728,0.007142857142857143,0.018404907975460124,0.04739336492890995,0.01403180542563143,0.013975155279503106,0.028148148148148148,0.018281535648994516,0.007692307692307693,0.0,0.06753246753246753,0.020155038759689922,0.0334075723830735,0.0,0.0,0.0,0.0,0.009174311926605505,0.007804878048780488,0.01079136690647482,0.007122507122507123,0.01812688821752266,0.013923013923013924
Ntng1,0.029197080291970802,0.03093476798924008,0.05310848225522275,0.1525940996948118,0.43338257016248155,0.0,0.021453287197231833,0.037467700258397935,0.004343105320304018,0.01987577639751553,0.009251101321585903,0.013186813186813187,0.009737827715355805,0.01629374641422834,0.012686045350114873,0.007030827474310438,0.05853658536585366,0.015238095238095238,0.01639344262295082,0.020134228187919462,0.06965174129353234,0.6235565819861432,0.7937158469945356,0.06476683937823834,0.5669291338582677,0.9142857142857143,0.032846715328467155,0.21818181818181817,2.9711538461538463,0.19421487603305784,0.8787432498772705,0.035479151426481344,2.4006024096385543,0.24414715719063546,0.32114989733059546,1.234776945620319,1.0594059405940595,0.7607573149741824,0.5575757575757576,2.632142857142857,14.300613496932515,0.07109004739336493,0.007483629560336763,0.05745341614906832,0.03851851851851852,0.2742230347349177,0.38269230769230766,12.071942446043165,0.3948051948051948,0.06046511627906977,0.044543429844097995,0.5724137931034483,0.45588235294117646,0.05263157894736842,0.06790123456790123,0.0,0.013658536585365854,0.004676258992805755,0.008547008547008548,0.00906344410876133,0.014742014742014743
Nts,0.0,0.0010087424344317419,0.0017618927762396174,0.0,0.0005908419497784342,0.0,0.0,0.0,0.0008143322475570033,0.002898550724637681,0.0013215859030837004,0.0027472527472527475,0.000749063670411985,0.002065404475043029,0.0009989012086704626,0.0016224986479177934,0.0,0.08126984126984127,0.040983606557377046,0.1040268456375839,0.06467661691542288,0.0,0.0020491803278688526,0.0051813471502590676,0.0,0.0,0.0036496350364963502,0.0,0.0,0.004132231404958678,0.046146293568973984,0.016825164594001463,0.17921686746987953,0.05351170568561873,0.0008213552361396304,0.0026050146532074245,0.019801980198019802,0.0,0.0030303030303030303,0.0,0.0,0.0,0.0018709073900841909,0.0015527950310559005,0.0014814814814814814,0.021937842778793418,0.004807692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045871559633027525,0.002926829268292683,0.006115107913669065,0.002849002849002849,0.0030211480362537764,0.013923013923013924
Nwd2,0.0,0.0020174848688634837,0.004530581424616159,0.07833163784333673,0.03810930576070901,0.0,0.008996539792387544,0.002583979328165375,0.0008143322475570033,0.0012422360248447205,0.001762114537444934,0.002197802197802198,0.0022471910112359553,0.0009179575444635686,0.0016981320547397863,0.0005408328826392645,0.00975609756097561,0.002328042328042328,0.004098360655737705,0.0,0.07960199004975124,0.9249422632794457,0.5095628415300546,0.8082901554404145,0.31496062992125984,3.5142857142857142,0.09124087591240876,0.6545454545454545,0.625,0.6797520661157025,0.11487481590574374,0.061448427212874905,0.20783132530120482,0.24414715719063546,0.6792607802874744,0.37219146857701074,0.43564356435643564,0.008605851979345954,0.015151515151515152,0.15,0.03067484662576687,0.05924170616113744,0.031805425631431246,0.015527950310559006,0.09925925925925926,0.03290676416819013,0.08942307692307692,0.0,0.05974025974025974,0.03875968992248062,0.08463251670378619,0.04827586206896552,0.029411764705882353,0.03508771929824561,0.024691358024691357,0.0,0.004878048780487805,0.001079136690647482,0.004273504273504274,0.004531722054380665,0.000819000819000819
Nxph1,0.0072992700729927005,0.0026899798251513113,0.0025169896803423106,0.002034587995930824,0.0011816838995568684,0.0,0.006228373702422145,0.006459948320413436,0.003528773072747014,0.007039337474120083,0.0013215859030837004,0.001098901098901099,0.0022471910112359553,0.0037865748709122204,0.00319648386774548,0.009194159004867496,0.6280487804878049,0.002962962962962963,0.004098360655737705,0.003355704697986577,0.3308457711442786,0.0011547344110854503,0.00819672131147541,0.0025906735751295338,0.007874015748031496,0.0,0.0072992700729927005,0.07272727272727272,0.019230769230769232,0.002066115702479339,0.004418262150220913,0.006949524506217996,0.007530120481927711,0.0033444816053511705,0.010677618069815195,0.010420058612829698,0.009900990099009901,0.13253012048192772,0.06363636363636363,0.08214285714285714,0.18404907975460122,0.33886255924170616,0.9728718428437793,1.5776397515527951,1.3792592592592592,1.5978062157221207,1.775,0.9280575539568345,0.7350649350649351,0.017054263565891473,0.013363028953229399,0.013793103448275862,0.04411764705882353,0.05263157894736842,0.10493827160493827,0.0,0.001951219512195122,0.002158273381294964,0.0,0.004531722054380665,0.003276003276003276
Olig1,0.051094890510948905,0.31674512441156694,0.1912912157060156,0.008138351983723296,0.00827178729689808,0.025157232704402517,0.011764705882352941,0.09302325581395349,4.852605863192182,10.334989648033126,0.01277533039647577,0.014285714285714285,0.02247191011235955,4.3619047619047615,2.667865348117071,2.7885343428880476,5.918292682926829,0.035343915343915344,0.05327868852459016,0.03355704697986577,0.03731343283582089,0.03233256351039261,0.01639344262295082,0.015544041450777202,0.06299212598425197,0.02857142857142857,0.0364963503649635,0.0,0.019230769230769232,0.028925619834710745,0.024545900834560628,0.019751280175566936,0.022590361445783132,0.0016722408026755853,0.028336755646817247,0.03321393682839466,0.0297029702970297,0.012048192771084338,0.010606060606060607,0.010714285714285714,0.006134969325153374,0.009478672985781991,0.006548175865294668,0.020186335403726708,0.016296296296296295,0.010968921389396709,0.016346153846153847,0.014388489208633094,0.04155844155844156,0.013953488372093023,0.013363028953229399,0.020689655172413793,0.0,0.0,0.030864197530864196,0.07339449541284404,0.0351219512195122,0.027338129496402876,0.05698005698005698,0.08157099697885196,0.03521703521703522
Opalin,0.014598540145985401,0.005043712172158709,0.003775484520513466,0.003051881993896236,0.0035450516986706058,0.006289308176100629,0.0034602076124567475,0.04521963824289406,2.689739413680782,13.343685300207039,0.006607929515418502,0.005494505494505495,0.017228464419475654,6.0199655765920825,1.5826590750174807,1.1611681990265008,0.015853658536585366,0.017777777777777778,0.030737704918032786,0.006711409395973154,0.012437810945273632,0.009237875288683603,0.006147540983606557,0.0051813471502590676,0.007874015748031496,0.0,0.021897810218978103,0.01818181818181818,0.019230769230769232,0.004132231404958678,0.009818360333824251,0.0073152889539136795,0.012048192771084338,0.0033444816053511705,0.009856262833675565,0.009443178117876913,0.0,0.012048192771084338,0.012121212121212121,0.0035714285714285713,0.006134969325153374,0.002369668246445498,0.014967259120673527,0.013975155279503106,0.02074074074074074,0.009140767824497258,0.0038461538461538464,0.0,0.012987012987012988,0.006201550387596899,0.017817371937639197,0.006896551724137931,0.0,0.0,0.006172839506172839,0.01834862385321101,0.013658536585365854,0.025899280575539568,0.01566951566951567,0.01812688821752266,0.013923013923013924
Otp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005428881650380022,0.0,0.0,0.0,0.0,0.00034423407917383823,0.0001997802417340925,0.0005408328826392645,0.0,0.00021164021164021165,0.0,0.0,0.0,0.0,0.0,0.0025906735751295338,0.0,0.0,0.0036496350364963502,0.0,0.0,0.0,0.0,0.000731528895391368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018709073900841909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oxt,0.0,0.0006724949562878278,0.0005033979360684622,0.002034587995930824,0.0011816838995568684,0.0,0.0020761245674740486,0.003875968992248062,0.0002714440825190011,0.009523809523809525,0.0,0.001098901098901099,0.0,0.001491681009753299,0.0008990110878034162,0.0016224986479177934,0.007317073170731708,0.0014814814814814814,0.004098360655737705,0.0,0.0,0.0,0.00273224043715847,0.0,0.0,0.0,0.0,0.0,0.0,0.006198347107438017,0.0009818360333824251,0.001463057790782736,0.0015060240963855422,0.0016722408026755853,0.011498973305954825,0.004558775643112993,0.0,0.0034423407917383822,0.006060606060606061,0.0035714285714285713,0.0,0.0,0.0009354536950420954,0.004658385093167702,0.002962962962962963,0.0,0.0009615384615384616,0.0,0.02077922077922078,0.0,0.0,0.0,0.0,0.017543859649122806,0.0,0.0,0.004878048780487805,0.002158273381294964,0.0014245014245014246,0.010574018126888218,0.007371007371007371
P2ry12,0.021897810218978103,0.022864828513786146,0.011074754593506167,0.007121057985757884,0.009158050221565732,0.0,0.004844290657439446,0.02454780361757106,0.0013572204125950054,0.009937888198757764,9.88898678414097,6.475274725274725,4.937827715355805,0.00929432013769363,0.008390770152831885,0.01568415359653867,0.01097560975609756,0.017566137566137566,0.06147540983606557,0.026845637583892617,0.024875621890547265,0.04387990762124711,0.0389344262295082,0.025906735751295335,0.015748031496062992,0.02857142857142857,0.06569343065693431,0.09090909090909091,0.028846153846153848,0.04132231404958678,0.019636720667648502,0.02267739575713241,0.03463855421686747,0.016722408026755852,0.04188911704312115,0.04168023445131879,0.0049504950495049506,0.0051635111876075735,0.016666666666666666,0.007142857142857143,0.0,0.016587677725118485,0.006548175865294668,0.0,0.013333333333333334,0.005484460694698354,0.006730769230769231,0.014388489208633094,0.015584415584415584,0.0031007751937984496,0.008908685968819599,0.013793103448275862,0.0,0.0,0.006172839506172839,0.01834862385321101,0.027317073170731707,0.022302158273381296,0.002849002849002849,0.028700906344410877,0.00819000819000819
Parm1,0.08759124087591241,0.004707464694014795,0.005033979360684621,0.12105798575788403,0.08744460856720827,0.006289308176100629,0.09273356401384084,0.007751937984496124,0.3713355048859935,0.43561076604554866,0.0030837004405286344,0.005494505494505495,0.003745318352059925,0.24922547332185888,0.25881530316651685,0.18334234721471065,0.02195121951219512,0.02666666666666667,0.02459016393442623,0.02348993288590604,0.18407960199004975,0.3729792147806005,0.1557377049180328,0.046632124352331605,0.2283464566929134,0.8,0.5583941605839416,0.8545454545454545,1.3365384615384615,0.22727272727272727,0.3647520864015709,0.1510607168983175,3.2921686746987953,0.06856187290969899,0.08747433264887064,0.07521979811136438,0.9108910891089109,0.18932874354561102,0.3984848484848485,0.12857142857142856,0.50920245398773,2.1303317535545023,1.6014967259120674,0.1956521739130435,1.2785185185185186,0.6892138939670932,0.41634615384615387,0.07913669064748201,0.12987012987012986,0.3705426356589147,0.36971046770601335,1.4620689655172414,1.5294117647058822,0.17543859649122806,0.037037037037037035,0.22935779816513763,0.005853658536585366,0.006474820143884892,0.05982905982905983,0.08459214501510574,0.46355446355446356
Pcp2,0.0,0.0,0.0,0.002034587995930824,0.0,0.0,0.0020761245674740486,0.0,0.00515743756786102,0.0008281573498964803,0.0004405286343612335,0.0005494505494505495,0.00599250936329588,0.0009179575444635686,0.002497253021676156,0.007030827474310438,0.0,0.0031746031746031746,0.0,0.016778523489932886,0.0,0.0011547344110854503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032562683165092806,0.0,0.0017211703958691911,0.0,0.0,0.0,0.0,0.0,0.0,0.0014814814814814814,0.0018281535648994515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,0.003902439024390244,0.00035971223021582735,0.0014245014245014246,0.006042296072507553,0.0
