,ABC,ACTE1,ACTE2,DGGRC1,DGGRC2,DGNBL1,DGNBL2,EPEN,MFOL1,MFOL2,MGL1,MGL2,MGL3,MOL1,MOL2,MOL3,OPC,PER1,PER2,PER3,TEGLU1,TEGLU10,TEGLU11,TEGLU12,TEGLU13,TEGLU14,TEGLU2,TEGLU20,TEGLU21,TEGLU23,TEGLU24,TEGLU3,TEGLU4,TEGLU6,TEGLU7,TEGLU8,TEGLU9,TEINH10,TEINH11,TEINH12,TEINH13,TEINH14,TEINH15,TEINH16,TEINH17,TEINH18,TEINH19,TEINH20,TEINH21,TEINH4,TEINH5,TEINH6,TEINH7,TEINH8,TEINH9,VECA,VECC,VECV,VLMC1,VLMC2,VSMCA
Epas1,0.5182481751824818,0.5776731674512441,0.27938585451799647,0.006103763987792472,0.005317577548005908,0.006289308176100629,0.002768166089965398,0.06201550387596899,0.24457111834961998,0.4049689440993789,0.016740088105726872,0.008241758241758242,0.008988764044943821,0.1499713138267355,0.07032264509040057,0.04542996214169821,0.25121951219512195,3.452910052910053,3.665983606557377,0.8557046979865772,0.017412935323383085,0.02771362586605081,0.01912568306010929,0.007772020725388601,0.015748031496062992,0.14285714285714285,0.010948905109489052,0.03636363636363636,0.028846153846153848,0.01859504132231405,0.008836524300441826,0.011704462326261888,0.01957831325301205,0.006688963210702341,0.02135523613963039,0.01823510257245197,0.01485148514851485,0.0017211703958691911,0.004545454545454545,0.0035714285714285713,0.0,0.011848341232227487,0.00841908325537886,0.004658385093167702,0.011851851851851851,0.014625228519195612,0.0028846153846153848,0.007194244604316547,0.01818181818181818,0.009302325581395349,0.0,0.0,0.0,0.0,0.0,9.293577981651376,1.3297560975609757,2.3694244604316546,0.20797720797720798,0.13897280966767372,1.4815724815724816
Etv1,0.0364963503649635,0.04572965702757229,0.04908129876667506,0.03560528992878942,0.0395864106351551,0.012578616352201259,0.009688581314878892,0.041343669250646,1.5784473398479912,0.22194616977225673,0.03480176211453744,0.045054945054945054,0.039700374531835204,1.4314400458978773,3.3150534412146637,3.523526230394808,0.16829268292682928,0.04804232804232804,0.05942622950819672,0.08053691275167785,2.343283582089552,1.9087759815242493,0.07923497267759563,0.03367875647668394,0.33070866141732286,0.11428571428571428,0.12043795620437957,0.2,4.413461538461538,0.45454545454545453,0.5846833578792342,0.14630577907827358,2.2289156626506026,0.061872909698996656,0.13963039014373715,0.2113318137414523,2.727722772277228,0.03442340791738382,0.09090909090909091,0.02857142857142857,0.018404907975460124,0.011848341232227487,0.01216089803554724,0.013975155279503106,0.362962962962963,0.08226691042047532,0.021153846153846155,0.014388489208633094,0.03116883116883117,0.027906976744186046,0.0779510022271715,0.013793103448275862,0.0,0.05263157894736842,0.018518518518518517,0.13761467889908258,0.0224390243902439,0.013309352517985611,0.09401709401709402,0.0649546827794562,0.036036036036036036
Fabp7,0.06569343065693431,2.7713517148621385,1.5190032720865845,0.0254323499491353,0.02274741506646972,0.7421383647798742,0.018685121107266434,0.5103359173126615,0.025787187839305104,0.06790890269151138,0.03127753303964758,0.0478021978021978,0.051685393258426963,0.048537005163511185,0.05563879732294476,0.18496484586262846,3.821951219512195,0.05523809523809524,0.09631147540983606,0.03355704697986577,0.03482587064676617,0.09237875288683603,0.11543715846994536,0.010362694300518135,0.023622047244094488,0.0,0.021897810218978103,0.07272727272727272,0.11538461538461539,0.09504132231404959,0.07658321060382917,0.029261155815654718,0.05572289156626506,0.016722408026755852,0.11540041067761807,0.02377075871051775,0.01485148514851485,0.0017211703958691911,0.021212121212121213,0.007142857142857143,0.0,0.009478672985781991,0.009354536950420954,0.010869565217391304,0.01037037037037037,0.014625228519195612,0.0125,0.014388489208633094,0.01818181818181818,0.006201550387596899,0.0200445434298441,0.0,0.0,0.0,0.006172839506172839,0.009174311926605505,0.02829268292682927,0.023741007194244605,0.029914529914529916,0.0755287009063444,0.009828009828009828
Fam107a,0.2773722627737226,1.7565568258238062,1.2698212937326956,0.00508646998982706,0.006794682422451994,0.0,0.004152249134948097,0.2622739018087855,0.008686210640608035,0.008281573498964804,0.007488986784140969,0.006043956043956044,0.00149812734082397,0.011015490533562823,0.010188792328438718,0.0075716603569497025,0.013414634146341463,0.07089947089947089,0.05942622950819672,0.040268456375838924,0.004975124378109453,0.021939953810623556,0.015027322404371584,0.010362694300518135,0.007874015748031496,0.0,0.010948905109489052,0.0,0.04807692307692308,0.15289256198347106,0.024054982817869417,0.010241404535479151,0.007530120481927711,0.005016722408026756,0.01273100616016427,0.014327580592640833,0.034653465346534656,0.020654044750430294,0.025757575757575757,0.26071428571428573,0.012269938650306749,0.014218009478672985,0.04396632366697849,0.004658385093167702,0.013333333333333334,0.016453382084095063,0.0038461538461538464,0.0,0.005194805194805195,0.034108527131782945,0.022271714922048998,0.027586206896551724,0.0,0.017543859649122806,0.06790123456790123,0.1743119266055046,0.03219512195121951,0.06115107913669065,0.01282051282051282,0.0075528700906344415,0.005733005733005733
Fbln5,0.21897810218978103,0.0016812373907195697,0.0005033979360684622,0.0,0.0002954209748892171,0.0,0.0006920415224913495,0.021963824289405683,0.0005428881650380022,0.0008281573498964803,0.0,0.0005494505494505495,0.0,0.00022948938611589215,0.0004994506043352313,0.0,0.00975609756097561,0.0021164021164021165,0.01639344262295082,0.003355704697986577,0.0,0.0011547344110854503,0.001366120218579235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018288222384784199,0.010542168674698794,0.0016722408026755853,0.009034907597535934,0.007489417127971344,0.019801980198019802,0.0051635111876075735,0.0015151515151515152,0.0035714285714285713,0.0,0.0,0.0009354536950420954,0.0,0.002962962962962963,0.007312614259597806,0.047115384615384615,0.0,0.0025974025974025974,0.0015503875968992248,0.0,0.020689655172413793,0.0,0.0,0.0,0.22018348623853212,0.0175609756097561,0.0007194244604316547,0.22934472934472935,0.36555891238670696,0.013104013104013105
Fcer1g,0.0072992700729927005,0.009078681909885675,0.005285678328718852,0.0,0.0038404726735598227,0.0,0.001384083044982699,0.00904392764857881,0.0016286644951140066,0.0033126293995859213,4.01057268722467,2.896153846153846,3.338576779026217,0.002868617326448652,0.0021975826590750177,0.0027041644131963224,0.003658536585365854,0.016931216931216932,0.028688524590163935,0.010067114093959731,0.007462686567164179,0.006928406466512702,0.01092896174863388,0.012953367875647668,0.031496062992125984,0.02857142857142857,0.0036496350364963502,0.0,0.019230769230769232,0.006198347107438017,0.010800196367206676,0.008412582297000731,0.018072289156626505,0.013377926421404682,0.013141683778234086,0.011722565939433409,0.01485148514851485,0.0,0.012121212121212121,0.007142857142857143,0.0,0.0,0.007483629560336763,0.0015527950310559005,0.0014814814814814814,0.007312614259597806,0.0019230769230769232,0.0,0.012987012987012988,0.007751937984496124,0.0,0.006896551724137931,0.0,0.0,0.0,0.1834862385321101,0.04780487804878049,0.017985611510791366,0.021367521367521368,0.030211480362537766,0.006552006552006552
Fezf2,0.0,0.09246805648957633,0.04002013591744274,0.042726347914547304,0.016838995568685376,0.16352201257861634,0.15501730103806227,0.00516795865633075,0.0,0.00041407867494824016,0.000881057268722467,0.0005494505494505495,0.000749063670411985,0.0009179575444635686,9.989012086704625e-05,0.0,0.003658536585365854,0.0010582010582010583,0.0,0.0,1.5248756218905473,0.5785219399538106,0.04644808743169399,0.010362694300518135,0.0,0.0,0.4635036496350365,0.05454545454545454,0.46153846153846156,0.2975206611570248,0.28325969563082964,0.5405998536942209,1.8253012048192772,0.011705685618729096,0.013552361396303902,0.11657440573103224,0.7376237623762376,0.0017211703958691911,0.0015151515151515152,0.0,0.012269938650306749,0.014218009478672985,0.004677268475210477,0.0015527950310559005,0.0014814814814814814,0.0018281535648994515,0.0009615384615384616,0.007194244604316547,0.0,0.004651162790697674,0.0022271714922048997,0.0,0.014705882352941176,0.0,0.0,0.0,0.0,0.0007194244604316547,0.0,0.0015105740181268882,0.000819000819000819
Flt1,0.029197080291970802,0.004707464694014795,0.00478228039265039,0.003051881993896236,0.004431314623338257,0.0,0.0034602076124567475,0.01937984496124031,0.013843648208469055,0.011180124223602485,0.02158590308370044,0.02197802197802198,0.018726591760299626,0.007228915662650603,0.0079912096693637,0.0167658193618172,0.00975609756097561,7.311322751322751,7.645491803278689,0.5100671140939598,0.024875621890547265,0.03348729792147806,0.01366120218579235,0.010362694300518135,0.031496062992125984,0.08571428571428572,0.01824817518248175,0.01818181818181818,0.009615384615384616,0.006198347107438017,0.017673048600883652,0.011338697878566204,0.022590361445783132,0.010033444816053512,0.026694045174537988,0.026050146532074242,0.0,0.0017211703958691911,0.0030303030303030303,0.0035714285714285713,0.006134969325153374,0.014218009478672985,0.009354536950420954,0.006211180124223602,0.01925925925925926,0.010968921389396709,0.0028846153846153848,0.0,0.04935064935064935,0.013953488372093023,0.0,0.013793103448275862,0.0,0.0,0.0,10.559633027522937,3.490731707317073,6.756834532374101,0.06552706552706553,0.12235649546827794,0.09418509418509419
Fn1,7.62043795620438,0.003026227303295225,0.0022652907123080794,0.0,0.0029542097488921715,0.0,0.0,0.020671834625323,0.0,0.0,0.004845814977973568,0.006043956043956044,0.0044943820224719105,0.0,0.0,0.0,0.0,2.373121693121693,3.80327868852459,0.22483221476510068,0.024875621890547265,0.04387990762124711,0.007513661202185792,0.0,0.5669291338582677,1.5714285714285714,0.0072992700729927005,0.01818181818181818,0.009615384615384616,0.006198347107438017,0.006381934216985763,0.0036576444769568397,0.2740963855421687,0.011705685618729096,0.013963039014373716,0.013025073266037121,0.01485148514851485,0.01549053356282272,0.03636363636363636,0.0035714285714285713,0.006134969325153374,0.004739336492890996,0.0,0.003105590062111801,0.0044444444444444444,0.003656307129798903,0.0028846153846153848,0.0,0.01038961038961039,0.0031007751937984496,0.0022271714922048997,0.006896551724137931,0.0,0.0,0.0,2.055045871559633,1.9551219512195122,1.8525179856115108,0.019943019943019943,0.4033232628398791,0.13022113022113022
Fos,3.8394160583941606,0.05447209145931405,0.024163100931286183,0.23601220752797558,0.047858197932053176,0.2893081761006289,0.7660899653979238,1.5258397932816536,0.05564603691639522,0.047619047619047616,0.02378854625550661,0.7065934065934066,1.397752808988764,0.15949512335054503,0.07901308560583359,0.48512709572742024,0.40853658536585363,0.39195767195767195,0.3790983606557377,0.10738255033557047,0.06716417910447761,0.22055427251732102,0.2028688524590164,0.12694300518134716,0.08661417322834646,0.2,0.10218978102189781,0.07272727272727272,0.15384615384615385,0.04132231404958678,0.05351006381934217,0.1210680321872714,0.0963855421686747,0.12709030100334448,0.22587268993839835,0.2582220774991859,0.06435643564356436,0.1549053356282272,0.07727272727272727,0.05,0.04294478527607362,0.1848341232227488,0.06361085126286249,0.08229813664596274,0.13925925925925925,0.11882998171846434,0.15865384615384615,0.2158273381294964,0.21298701298701297,0.13798449612403102,0.16926503340757237,0.07586206896551724,0.20588235294117646,1.0526315789473684,0.1111111111111111,0.7247706422018348,0.21560975609756097,0.8827338129496403,0.3945868945868946,2.3308157099697886,1.8181818181818181
Fosb,1.1897810218978102,0.004034969737726967,0.0025169896803423106,0.061037639877924724,0.023042836041358938,0.03773584905660377,0.18892733564013842,0.10723514211886305,0.0024429967426710096,0.005383022774327122,0.003524229074889868,0.06373626373626373,0.1250936329588015,0.00929432013769363,0.004295275197282989,0.014602487831260141,0.08658536585365853,0.08317460317460318,0.06352459016393443,0.030201342281879196,0.009950248756218905,0.05889145496535797,0.0389344262295082,0.04145077720207254,0.05511811023622047,0.14285714285714285,0.0036496350364963502,0.03636363636363636,0.057692307692307696,0.024793388429752067,0.017673048600883652,0.021580102414045354,0.06626506024096386,0.010033444816053512,0.03942505133470226,0.02800390752197981,0.024752475247524754,0.022375215146299483,0.015151515151515152,0.0035714285714285713,0.006134969325153374,0.004739336492890996,0.009354536950420954,0.017080745341614908,0.016296296296296295,0.025594149908592323,0.007692307692307693,0.03597122302158273,0.033766233766233764,0.010852713178294573,0.008908685968819599,0.006896551724137931,0.04411764705882353,0.017543859649122806,0.0,0.2018348623853211,0.0351219512195122,0.1766187050359712,0.13817663817663817,0.513595166163142,0.20556920556920558
Foxj1,0.0,0.013113651647612643,0.0055373772967530835,0.008138351983723296,0.007976366322008863,0.0,0.002768166089965398,5.347545219638243,0.15472312703583063,0.22443064182194616,0.0004405286343612335,0.001098901098901099,0.0022471910112359553,0.12162937464142283,0.028368794326241134,0.01568415359653867,0.003658536585365854,0.0019047619047619048,0.0020491803278688526,0.0,0.0024875621890547263,0.009237875288683603,0.00546448087431694,0.0051813471502590676,0.0,0.0,0.0072992700729927005,0.0,0.009615384615384616,0.006198347107438017,0.005400098183603338,0.0018288222384784199,0.009036144578313253,0.0,0.003696098562628337,0.0019537609899055682,0.0,0.012048192771084338,0.006060606060606061,0.010714285714285714,0.024539877300613498,0.0,0.0037418147801683817,0.009316770186335404,0.005925925925925926,0.021937842778793418,0.0009615384615384616,0.0,0.01038961038961039,0.0015503875968992248,0.0,0.0,0.0,0.0,0.012345679012345678,0.0,0.0,0.002158273381294964,0.0014245014245014246,0.004531722054380665,0.001638001638001638
Foxp2,0.9854014598540146,0.0016812373907195697,0.0017618927762396174,0.0,0.0,0.0,0.0,0.02454780361757106,0.002985884907709012,0.012008281573498964,0.0013215859030837004,0.0005494505494505495,0.0022471910112359553,0.0035570854847963283,0.002896813505144341,0.002163331530557058,0.018292682926829267,0.009947089947089947,0.00819672131147541,0.013422818791946308,0.09203980099502487,0.05542725173210162,0.011612021857923498,0.010362694300518135,0.023622047244094488,0.0,0.22262773722627738,0.0,0.17307692307692307,0.002066115702479339,0.0019636720667648502,0.8277249451353328,0.05421686746987952,0.006688963210702341,0.004106776180698152,0.0162813415825464,0.024752475247524754,0.0,0.0,0.0,0.006134969325153374,0.004739336492890996,0.002806361085126286,0.0,0.008888888888888889,0.04204753199268738,0.004807692307692308,0.007194244604316547,0.023376623376623377,0.0,0.0,0.0,0.0,0.0,0.0,0.03669724770642202,0.005853658536585366,0.0007194244604316547,0.0641025641025641,0.07401812688821752,0.009009009009009009
Gabrd,0.0,0.006724949562878279,0.009816259753335011,0.07731434384537131,0.12053175775480059,0.0,0.010380622837370242,0.003875968992248062,0.0016286644951140066,0.026915113871635612,0.006167400881057269,0.007692307692307693,0.008239700374531835,0.0071141709695926566,0.005294176405953451,0.0016224986479177934,0.00975609756097561,0.008253968253968255,0.0020491803278688526,0.003355704697986577,0.09203980099502487,0.2251732101616628,0.24112021857923496,0.31865284974093266,0.13385826771653545,0.08571428571428572,0.04744525547445255,0.14545454545454545,0.0673076923076923,0.02066115702479339,0.043200785468826705,0.10021945866861741,0.3433734939759036,0.11705685618729098,0.5679671457905544,0.33474438293715403,0.1782178217821782,0.05335628227194492,0.013636363636363636,0.014285714285714285,0.10429447852760736,0.18009478672985782,0.5060804490177736,0.38664596273291924,0.7318518518518519,0.4936014625228519,0.025961538461538463,0.014388489208633094,0.033766233766233764,0.040310077519379844,0.011135857461024499,0.0,0.014705882352941176,0.017543859649122806,0.030864197530864196,0.0,0.00975609756097561,0.005035971223021582,0.009971509971509971,0.0015105740181268882,0.004095004095004095
Gabrg1,0.0,0.11802286482851379,0.1321419582179713,0.002034587995930824,0.0002954209748892171,0.006289308176100629,0.0034602076124567475,0.023255813953488372,0.005971769815418024,0.004968944099378882,0.0013215859030837004,0.001098901098901099,0.000749063670411985,0.0035570854847963283,0.005194286285086405,0.004326663061114116,0.05853658536585366,0.0014814814814814814,0.0,0.0,0.004975124378109453,0.011547344110854504,0.009562841530054645,0.023316062176165803,0.03937007874015748,0.05714285714285714,0.014598540145985401,0.0,0.028846153846153848,0.010330578512396695,0.010309278350515464,0.004754937820043892,0.02710843373493976,0.028428093645484948,0.02751540041067762,0.011722565939433409,0.0297029702970297,0.039586919104991396,0.06060606060606061,0.007142857142857143,0.024539877300613498,0.004739336492890996,0.009354536950420954,0.003105590062111801,0.016296296296296295,0.11151736745886655,0.04903846153846154,0.2733812949640288,0.21038961038961038,0.0031007751937984496,0.0022271714922048997,0.0,0.058823529411764705,0.017543859649122806,0.0,0.0,0.000975609756097561,0.001079136690647482,0.002849002849002849,0.0,0.002457002457002457
Gad1,0.021897810218978103,0.03765971755211836,0.018122325698464635,0.1780264496439471,0.19881831610044312,0.0,0.1245674740484429,0.03488372093023256,0.004614549402823019,0.016977225672877846,0.020704845814977973,0.014285714285714285,0.012734082397003745,0.008835341365461847,0.007791429427629608,0.011898323418063819,0.08292682926829269,0.01544973544973545,0.010245901639344262,0.02348993288590604,0.03980099502487562,0.025404157043879907,0.0389344262295082,0.02849740932642487,0.0,0.05714285714285714,0.029197080291970802,0.01818181818181818,0.0,0.022727272727272728,0.026018654884634267,0.025603511338697878,0.03463855421686747,0.0016722408026755853,0.05051334702258727,0.03451644415499837,0.01485148514851485,6.846815834767642,7.859090909090909,8.739285714285714,11.680981595092025,5.656398104265403,8.319925163704397,10.73136645962733,5.64,6.06581352833638,3.164423076923077,7.23021582733813,3.5454545454545454,2.5069767441860464,1.7171492204899776,2.331034482758621,7.117647058823529,4.12280701754386,5.882716049382716,0.01834862385321101,0.010731707317073172,0.01079136690647482,0.014245014245014245,0.027190332326283987,0.012285012285012284
Gad2,0.0072992700729927005,0.01109616677874916,0.01409514220991694,0.001017293997965412,0.005022156573116691,0.006289308176100629,0.007612456747404845,0.016795865633074936,0.004343105320304018,0.021532091097308487,0.016740088105726872,0.012637362637362638,0.010486891385767791,0.009982788296041309,0.007791429427629608,0.010275824770146024,0.026829268292682926,0.011428571428571429,0.012295081967213115,0.016778523489932886,0.029850746268656716,0.02771362586605081,0.018442622950819672,0.03626943005181347,0.007874015748031496,0.0,0.043795620437956206,0.05454545454545454,0.019230769230769232,0.02066115702479339,0.023073146784486992,0.01645940014630578,0.01355421686746988,0.010033444816053512,0.0188911704312115,0.011071312276131553,0.019801980198019802,4.347676419965577,9.943939393939393,6.7785714285714285,14.331288343558283,5.734597156398104,8.08980355472404,9.004658385093167,2.33037037037037,3.9579524680073126,6.436538461538461,11.33093525179856,2.7064935064935063,1.5147286821705426,2.1002227171492205,2.8413793103448275,2.3823529411764706,1.6491228070175439,2.3580246913580245,0.009174311926605505,0.006829268292682927,0.005035971223021582,0.014245014245014245,0.01661631419939577,0.021294021294021293
Gal,0.0,0.0020174848688634837,0.0002516989680342311,0.022380467955239063,0.0038404726735598227,0.25157232704402516,1.0173010380622838,0.0,0.0005428881650380022,0.00041407867494824016,0.0,0.0005494505494505495,0.003745318352059925,0.0005737234652897303,0.00079912096693637,0.0027041644131963224,0.006097560975609756,0.0027513227513227515,0.012295081967213115,0.0,0.0,0.0023094688221709007,0.001366120218579235,0.010362694300518135,0.0,0.0,0.0036496350364963502,0.01818181818181818,0.0,0.09710743801652892,0.012763868433971527,0.016093635698610095,0.0,0.010033444816053512,0.0012320328542094457,0.0009768804949527841,0.01485148514851485,0.013769363166953529,0.0030303030303030303,0.0035714285714285713,0.0,0.014218009478672985,0.03554724041159962,0.006211180124223602,0.01037037037037037,0.009140767824497258,0.010576923076923078,0.0,0.0025974025974025974,0.0031007751937984496,0.0,0.0,0.0,0.0,0.012345679012345678,0.0,0.001951219512195122,0.0007194244604316547,0.0,0.0,0.005733005733005733
Gchfr,0.16058394160583941,0.006388702084734364,0.0007550969041026932,0.0,0.0014771048744460858,0.0,0.001384083044982699,0.046511627906976744,0.0054288816503800215,0.007453416149068323,0.0030837004405286344,0.0038461538461538464,0.00299625468164794,0.00436029833620195,0.0033962641094795725,0.0048674959437533805,0.006097560975609756,0.0182010582010582,0.03278688524590164,0.013422818791946308,0.0,0.005773672055427252,0.0020491803278688526,0.0,0.007874015748031496,0.0,0.0,0.0,0.0,0.0,0.0004909180166912126,0.000731528895391368,0.0,0.0,0.0024640657084188913,0.0,0.0,0.024096385542168676,0.021212121212121213,0.014285714285714285,0.006134969325153374,0.0,0.00841908325537886,0.006211180124223602,0.005925925925925926,0.04936014625228519,0.032692307692307694,0.0,0.0,0.009302325581395349,0.011135857461024499,0.034482758620689655,0.029411764705882353,0.0,0.006172839506172839,0.0,0.025365853658536587,0.008992805755395683,0.01566951566951567,0.027190332326283987,0.0
Gda,0.029197080291970802,0.014458641560188298,0.019380820538635792,0.5228891149542217,0.564549483013294,0.018867924528301886,0.05397923875432526,0.23255813953488372,0.0010857763300760044,0.007039337474120083,0.009691629955947136,0.006593406593406593,0.0022471910112359553,0.002868617326448652,0.0026970332634102486,0.001081665765278529,0.012195121951219513,0.007407407407407408,0.006147540983606557,0.026845637583892617,0.6940298507462687,3.779445727482679,2.1953551912568305,1.1036269430051813,1.8425196850393701,3.6,3.2116788321167884,3.036363636363636,6.721153846153846,1.165289256198347,1.2896416298478155,1.4743964886613021,3.808734939759036,0.8076923076923077,1.8804928131416838,1.3914034516444156,1.693069306930693,0.11876075731497418,0.1393939393939394,0.16428571428571428,3.079754601226994,0.22037914691943128,0.8409728718428437,0.16614906832298137,0.02962962962962963,0.28153564899451555,1.8163461538461538,3.194244604316547,0.38181818181818183,0.040310077519379844,0.015590200445434299,0.08275862068965517,0.058823529411764705,0.017543859649122806,0.06790123456790123,0.01834862385321101,0.003902439024390244,0.003956834532374101,0.002849002849002849,0.010574018126888218,0.009009009009009009
Gfap,0.0364963503649635,4.204774714189644,0.07928517493078278,0.006103763987792472,0.0103397341211226,0.025157232704402517,0.01384083044982699,0.3062015503875969,0.05428881650380022,0.011594202898550725,0.004405286343612335,0.03076923076923077,0.09812734082397004,0.02570281124497992,0.044051543302367394,0.083829096809086,0.014634146341463415,0.010582010582010581,0.02663934426229508,0.006711409395973154,0.009950248756218905,0.003464203233256351,0.00273224043715847,0.010362694300518135,0.0,0.0,0.014598540145985401,0.0,0.009615384615384616,0.014462809917355372,0.033873343151693665,0.0010972933430870519,0.004518072289156626,0.006688963210702341,0.007392197125256674,0.010420058612829698,0.0049504950495049506,0.0,0.04393939393939394,0.010714285714285714,0.006134969325153374,0.0071090047393364926,0.006548175865294668,0.013975155279503106,0.008888888888888889,0.018281535648994516,0.02403846153846154,0.0,0.012987012987012988,0.007751937984496124,0.0022271714922048997,0.013793103448275862,0.0,0.0,0.0,0.027522935779816515,0.012682926829268294,0.015107913669064749,0.011396011396011397,0.028700906344410877,0.012285012285012284
Gja1,4.007299270072993,2.2703429724277067,2.4721872640322173,0.00508646998982706,0.009748892171344165,0.006289308176100629,0.011764705882352941,2.751937984496124,0.0,0.0,0.006607929515418502,0.007692307692307693,0.00749063670411985,0.0,0.0,0.0,0.0,0.13566137566137565,0.2581967213114754,0.013422818791946308,0.014925373134328358,0.04157043879907621,0.017759562841530054,0.015544041450777202,0.031496062992125984,0.02857142857142857,0.025547445255474453,0.0,0.038461538461538464,0.022727272727272728,0.019636720667648502,0.014996342355523043,0.010542168674698794,0.010033444816053512,0.02546201232032854,0.02181699772061218,0.024752475247524754,0.0,0.006060606060606061,0.0,0.006134969325153374,0.009478672985781991,0.01028999064546305,0.004658385093167702,0.013333333333333334,0.012797074954296161,0.0125,0.007194244604316547,0.01818181818181818,0.004651162790697674,0.0022271714922048997,0.013793103448275862,0.014705882352941176,0.0,0.0,0.44954128440366975,0.16,0.1197841726618705,0.28347578347578345,0.8806646525679759,0.013923013923013924
Gnb3,0.0,0.0003362474781439139,0.0002516989680342311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00299625468164794,0.00022948938611589215,9.989012086704625e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006830601092896175,0.0,0.0,0.0,0.0,0.0,0.0,0.002066115702479339,0.0,0.0,0.0,0.0,0.0,0.00032562683165092806,0.0,0.0,0.0,0.0,0.0,0.002369668246445498,0.0009354536950420954,0.0,0.0,0.0018281535648994515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035971223021582735,0.0014245014245014246,0.0,0.0
Gnb4,0.0948905109489051,0.02589105581708137,0.011578152529574628,0.10478128179043744,0.041949778434268836,0.0440251572327044,0.08166089965397924,0.040051679586563305,0.4519543973941368,0.8782608695652174,0.04140969162995595,0.023626373626373626,0.02696629213483146,0.2796328169822146,0.23903705923484167,0.43482963764196864,0.18292682926829268,0.7369312169312169,1.6352459016393444,0.4966442953020134,0.3407960199004975,0.12471131639722864,0.6284153005464481,4.7072538860103625,0.11811023622047244,0.11428571428571428,0.10948905109489052,2.090909090909091,0.25,0.1652892561983471,0.07167403043691703,0.07900512070226774,0.06927710843373494,0.01839464882943144,0.2706365503080082,0.09150113969391079,0.024752475247524754,0.9139414802065404,0.6515151515151515,0.30357142857142855,0.10429447852760736,0.18009478672985782,0.2684752104770814,0.2562111801242236,0.037037037037037035,0.08592321755027423,0.1326923076923077,0.19424460431654678,0.2545454545454545,0.26356589147286824,0.0757238307349666,0.0896551724137931,0.35294117647058826,0.12280701754385964,0.2839506172839506,0.5963302752293578,1.1346341463414633,0.49028776978417266,0.3732193732193732,0.14803625377643503,0.2891072891072891
Gng12,0.40875912408759124,1.0134498991257566,0.9974830103196577,0.022380467955239063,0.03929098966026588,0.07547169811320754,0.04152249134948097,0.42248062015503873,2.443268186753529,5.291097308488613,0.12951541850220263,0.19285714285714287,0.21647940074906366,1.8752725186460126,2.3467186095295176,3.1530557057869117,0.7439024390243902,0.8567195767195768,1.4487704918032787,0.4563758389261745,0.4154228855721393,0.3533487297921478,0.30396174863387976,0.21243523316062177,0.09448818897637795,0.05714285714285714,1.7518248175182483,0.4727272727272727,0.7884615384615384,0.2809917355371901,0.21502209131075112,0.951353328456474,0.45331325301204817,0.056856187290969896,0.17248459958932238,0.08303484207098664,0.2722772277227723,0.1359724612736661,0.16818181818181818,0.007142857142857143,0.04294478527607362,0.08530805687203792,0.05612722170252572,0.06677018633540373,0.03259259259259259,0.04936014625228519,0.1346153846153846,0.07194244604316546,0.03116883116883117,0.05736434108527132,0.026726057906458798,0.034482758620689655,0.058823529411764705,0.03508771929824561,0.037037037037037035,1.2844036697247707,0.9014634146341464,0.5323741007194245,0.5341880341880342,0.40483383685800606,0.5921375921375921
Gng13,0.058394160583941604,0.0773369199731002,0.03196576894034735,0.3621566632756867,0.5036927621861153,0.0,0.035986159169550176,0.016795865633074936,0.015743756786102063,0.021532091097308487,0.014977973568281937,0.02197802197802198,0.010486891385767791,0.019162363740676994,0.016881430426530817,0.012979989183342347,0.01951219512195122,0.015873015873015872,0.014344262295081968,0.020134228187919462,0.7089552238805971,3.92378752886836,3.8367486338797816,2.088082901554404,3.0,3.6857142857142855,1.8394160583941606,2.1818181818181817,5.086538461538462,2.4855371900826446,2.205203730976927,2.357717629846379,3.4457831325301207,1.3896321070234114,3.2579055441478437,2.728101595571475,2.792079207920792,0.4802065404475043,2.106060606060606,0.875,1.50920245398773,1.1066350710900474,0.8858746492048644,0.5791925465838509,0.32,1.4223034734917732,2.2173076923076924,1.8848920863309353,0.2753246753246753,0.8093023255813954,0.8106904231625836,1.289655172413793,0.5588235294117647,0.2631578947368421,0.22839506172839505,0.01834862385321101,0.015609756097560976,0.011870503597122302,0.014245014245014245,0.03474320241691843,0.018837018837018837
